gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,design,contrast,contrast_name,pct_cells_neoplastic,pct_cells_normal,pct_cells_smm_neoplastic,pct_cells_nbm_normal,patient_prevalence,recurrence_n_samples,recurrence_frac,recurrence_denom,recurrence_smm_n,recurrence_smm_denom,mgus_coverage_n,mgus_coverage_frac,mgus_coverage_denom,smm_coverage_n,smm_coverage_frac,smm_coverage_denom,mm_coverage_n,mm_coverage_frac,mm_coverage_denom,smmh_coverage_n,smmh_coverage_frac,smmh_coverage_denom,smml_coverage_n,smml_coverage_frac,smml_coverage_denom,mm_retained
FGFR3,2.9084760396782685,-0.8161816638925581,2.913849768463752,-0.28010423623276487,0.7793975347060488,0.8826039379792529,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.17084474404887298,0.007515899017151667,0.10540267609189599,0.0,0.13043478260869565,1,0.09090909090909091,11,1,5,0,0.0,3,2,0.16666666666666666,12,1,0.125,8,2,0.2222222222222222,9,0,0.0,3,True
LETM1,20.64359908590045,0.5100886734302363,0.24852522696836044,2.0524623582586057,0.04012474963848933,0.13360761453584105,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.09284811459869391,0.05916361534014261,0.09593536985609695,0.058104631217838765,1.0,6,0.5454545454545454,11,3,5,3,1.0,3,9,0.75,12,6,0.75,8,6,0.6666666666666666,9,3,1.0,3,True
WHSC1,8.12111144135084,-0.6606597570657469,0.3506760600369489,-1.8839602480880406,0.059570352713506275,0.17390965758752025,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.23746576785338108,0.026402004239737906,0.31494572077758143,0.020904802744425386,0.8260869565217391,1,0.09090909090909091,11,1,5,0,0.0,3,3,0.25,12,2,0.25,8,2,0.2222222222222222,9,1,0.3333333333333333,3,True
NELFA,11.743893149980345,0.20508552844385908,0.18080434573837162,1.134295348965909,0.2566706794768874,0.4584760526330617,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.05350747840741521,0.039699364039313935,0.05806614491290078,0.03805746140651801,0.9130434782608695,1,0.09090909090909091,11,1,5,1,0.3333333333333333,3,6,0.5,12,4,0.5,8,4,0.4444444444444444,9,2,0.6666666666666666,3,True
C4orf48,141.24199411799108,0.08789682883214887,0.292750589669097,0.300244754183077,0.7639904699514403,0.8731706626504131,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.3976195491889615,0.36991713239545193,0.36064125220903814,0.3725343053173242,1.0,4,0.36363636363636365,11,2,5,3,1.0,3,10,0.8333333333333334,12,8,1.0,8,8,0.8888888888888888,9,2,0.6666666666666666,3,True
POLN,3.4961265526154395,-0.07919676973889733,0.3012905467634714,-0.262858462005019,0.7926596732302598,0.8898582450760952,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.014904149989467031,0.01194835228367701,0.018682150971976775,0.011256432246998285,0.782608695652174,1,0.09090909090909091,11,1,5,0,0.0,3,1,0.08333333333333333,12,0,0.0,8,1,0.1111111111111111,9,0,0.0,3,True
HAUS3,10.506639343667278,0.19015105795944515,0.19992012276625593,0.9511351600247232,0.34153576826797283,0.5469504508638027,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.04181588371603118,0.03083445750626325,0.04784145417823782,0.029373927958833618,1.0,3,0.2727272727272727,11,1,5,2,0.6666666666666666,3,6,0.5,12,3,0.375,8,5,0.5555555555555556,9,1,0.3333333333333333,3,True
MXD4,28.495643599011956,0.6583314146963815,0.24954085282634503,2.6381708936232293,0.008335456431339514,0.04534394453542111,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.12939751421950707,0.07458084409327423,0.10161575359757637,0.07429245283018868,1.0,6,0.5454545454545454,11,3,5,3,1.0,3,11,0.9166666666666666,12,8,1.0,8,9,1.0,9,2,0.6666666666666666,3,True
ZFYVE28,3.1465013291610897,-0.43604201157262834,0.5139719545278061,-0.8483770519604068,0.3962280185581095,0.5992647549624146,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.009637665894249,0.013393717479283099,0.015905074476142388,0.013293310463121783,0.5652173913043478,0,0.0,11,0,5,0,0.0,3,1,0.08333333333333333,12,0,0.0,8,0,0.0,9,1,0.3333333333333333,3,True
RNF4,22.92066930436504,0.039972349096691326,0.14712798243344805,0.2716842060603423,0.7858648464019433,0.8859405510729278,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.09758795028439014,0.07409905569473887,0.11335521332996717,0.06968267581475128,1.0,3,0.2727272727272727,11,0,5,3,1.0,3,11,0.9166666666666666,12,8,1.0,8,8,0.8888888888888888,9,3,1.0,3,True
FAM193A,6.175928748043342,0.27680466671075615,0.26569415612332103,1.0418169174269614,0.2974965692018998,0.5022849085875534,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.03286286075416052,0.028136442474465215,0.03786922494319616,0.028945111492281305,0.8260869565217391,0,0.0,11,0,5,0,0.0,3,1,0.08333333333333333,12,2,0.25,8,0,0.0,9,1,0.3333333333333333,3,True
TNIP2,13.064183098597642,0.1777314818924589,0.23421004524169656,0.7588550768992263,0.4479392544052675,0.6468321243301167,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.05482409943121972,0.040855656195798805,0.061348144407977784,0.038700686106346485,1.0,4,0.36363636363636365,11,1,5,2,0.6666666666666666,3,5,0.4166666666666667,12,5,0.625,8,4,0.4444444444444444,9,1,0.3333333333333333,3,True
SH3BP2,12.912358992783243,0.10607185916834458,0.23234975775450772,0.45651805361646314,0.6480174915527595,0.7984543390908272,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.04365915314935749,0.03671227596839468,0.04594799293107801,0.03484133790737564,1.0,3,0.2727272727272727,11,1,5,2,0.6666666666666666,3,5,0.4166666666666667,12,3,0.375,8,4,0.4444444444444444,9,1,0.3333333333333333,3,True
ADD1,31.551464332484716,0.17913189273802418,0.22762045364663722,0.7869762574856841,0.4312957649358179,0.6316302667045551,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.10633031388245208,0.08575833493929466,0.13279474880080788,0.08008147512864494,1.0,3,0.2727272727272727,11,2,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
MFSD10,24.446086786383127,0.07257424775080366,0.23338625866453175,0.31096195708386387,0.7558295426595751,0.8673351631768023,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.10696229197387824,0.0852765465407593,0.1141125978288311,0.08340480274442538,0.9565217391304348,5,0.45454545454545453,11,3,5,1,0.3333333333333333,3,11,0.9166666666666666,12,7,0.875,8,8,0.8888888888888888,9,3,1.0,3,True
NOP14-AS1,3.2924066443100988,0.6143518105998284,0.29357279399077485,2.0926728333659335,0.03637836996102974,0.12510497386954025,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.015430798398988836,0.009250337251878975,0.01666245897500631,0.009326758147512864,0.7391304347826086,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
NOP14,12.575745267644084,1.1109280561253176,0.2027675949363474,5.478824446648189,4.2816090357540204e-08,4.712639423566217e-06,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.06525173793975142,0.026305646560030836,0.07031052764453422,0.024978559176672386,0.9565217391304348,5,0.45454545454545453,11,3,5,1,0.3333333333333333,3,9,0.75,12,5,0.625,8,6,0.6666666666666666,9,3,1.0,3,True
GRK4,7.152494280093316,0.6333371408394053,0.2960421590767022,2.1393477969984422,0.03240751139617574,0.11574477869030135,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.04155255951127028,0.02177683561379842,0.047588992678616514,0.021119210977701544,0.8695652173913043,1,0.09090909090909091,11,0,5,0,0.0,3,2,0.16666666666666666,12,3,0.375,8,1,0.1111111111111111,9,1,0.3333333333333333,3,True
HTT,5.879607447518067,0.4715112770277406,0.26503180540281446,1.7790743126512825,0.07522757942797603,0.2043272278821698,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.026964398567516326,0.01956060898053575,0.030169149204746275,0.018653516295025728,0.8695652173913043,0,0.0,11,0,5,0,0.0,3,2,0.16666666666666666,12,1,0.125,8,1,0.1111111111111111,9,1,0.3333333333333333,3,True
MSANTD1,0.07839587548071494,-0.960356345223286,1.2601126521189052,-0.7621194371855778,0.44598872302348036,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0007899726142827049,0.00048178839853536327,0.0011360767482958849,0.0005360205831903945,0.21739130434782608,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RGS12,1.4812541337951006,0.7311891856210297,0.4929820151115896,1.4831964720975073,0.13802221826649652,0.3065171685698344,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.009111017484727197,0.0041433802274041245,0.01401161322898258,0.0038593481989708405,0.6956521739130435,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
LRPAP1,272.2050962221644,0.09062553710572778,0.12092424889043617,0.7494405624784105,0.45359171058876124,0.6516557558198313,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.6026964398567516,0.5641742146849104,0.6668770512496844,0.5616423670668954,1.0,5,0.45454545454545453,11,3,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
TMEM128,22.99114552348744,0.08594090617325305,0.19482644698864082,0.44111519509599095,0.6591296035302168,0.8050874212082662,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.1025384453338951,0.08932356908845634,0.11625852057561221,0.08908662092624357,1.0,5,0.45454545454545453,11,3,5,3,1.0,3,11,0.9166666666666666,12,7,0.875,8,8,0.8888888888888888,9,3,1.0,3,True
LYAR,17.509575026673804,0.3677670384115907,0.21338576625419692,1.7234843957374657,0.08480096461937822,0.22231771772938397,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.08363176743206235,0.046540759298516095,0.0878566018682151,0.04384648370497427,0.9130434782608695,6,0.5454545454545454,11,4,5,2,0.6666666666666666,3,10,0.8333333333333334,12,4,0.5,8,7,0.7777777777777778,9,3,1.0,3,False
ZBTB49,2.781029402817108,-0.21326231239813692,0.38648047082706866,-0.5518061803789343,0.5810811524518447,0.7505009774781417,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.010058984621866442,0.008094045095394103,0.011486998232769503,0.006968267581475129,0.7391304347826086,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
NSG1,0.12965544222276443,-1.4374792973707609,1.29315300143197,-1.1116080585815995,0.26630670615265994,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0004213187276174426,0.0007708614376565812,0.0006311537490532694,0.0007504288164665523,0.08695652173913043,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
STX18,14.044894940959818,-0.0984585235203568,0.17953893148812441,-0.5483965104630766,0.5834196719876937,0.7522706939217774,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0594059405940594,0.04634804393910195,0.0648826054026761,0.04213121783876501,0.9565217391304348,3,0.2727272727272727,11,2,5,0,0.0,3,8,0.6666666666666666,12,6,0.75,8,5,0.5555555555555556,9,3,1.0,3,True
STX18-AS1,0.8388846825568796,0.02275325722253357,0.460020490137511,0.049461399460124233,0.960551598296279,0.9825325653143685,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.005793132504739835,0.0035652341491616882,0.0053016914920474625,0.003537735849056604,0.5652173913043478,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
LINC01396,0.13145044203299494,-1.342395316005007,1.3845089578070173,-0.9695822540081533,0.33225476202081483,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0004739835685696229,0.0001927153594141453,0.0003786922494319616,0.0001072041166380789,0.043478260869565216,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
MSX1,0.2661968301573952,0.4300007918370844,0.8693939538430681,0.4945983232760125,0.6208836860078327,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0030018959342742787,0.0007708614376565812,0.0018934612471598082,0.0008576329331046312,0.391304347826087,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
CYTL1,0.8684544087656763,0.7654404074002759,1.3842478889027592,0.552964836382746,0.580287488824349,0.749917225756208,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0036338740257004423,0.0005781460782424359,0.003408230244887655,0.0004288164665523156,0.13043478260869565,0,0.0,11,0,5,0,0.0,3,1,0.08333333333333333,12,1,0.125,8,0,0.0,9,1,0.3333333333333333,3,True
EVC2,0.1521234285883997,-1.7696273062811803,1.3506293934296192,-1.3102241924319522,0.19012000387987837,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0006319780914261639,0.0013490075158990172,0.0007573844988639232,0.0015008576329331046,0.08695652173913043,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
C4orf50,0.09665243710506131,-0.8194956069393514,2.3818177861339853,-0.3440630982395611,0.7307988339024145,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0012112913419001475,0.0001927153594141453,0.00025246149962130775,0.0001072041166380789,0.043478260869565216,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
JAKMIP1,0.6609960217556078,-3.3413280412073174,0.6915684974832802,-4.831521466589214,1.354936060843579e-06,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.00036865388666526224,0.005974176141838505,0.0003786922494319616,0.006003430531732418,0.08695652173913043,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RP11-586D19.1,0.910040847437996,-1.8735970966214237,0.7650112932224292,-2.4491103768276923,0.014320955498798688,0.06561063560556973,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0009479671371392458,0.005781460782424359,0.0018934612471598082,0.006003430531732418,0.21739130434782608,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RP11-586D19.2,0.11426565333794114,-2.2779335419366733,1.489573826229174,-1.5292518583675816,0.12620201912805043,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0002106593638087213,0.001927153594141453,0.0003786922494319616,0.002036878216123499,0.043478260869565216,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
WFS1,24.60565127967196,-0.19261928944143297,0.22884260652282293,-0.8417107826562998,0.39994986122276965,0.6025525247753731,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.09263745523488519,0.0926960878782039,0.1291340570562989,0.08930102915951972,1.0,2,0.18181818181818182,11,0,5,2,0.6666666666666666,3,9,0.75,12,5,0.625,8,6,0.6666666666666666,9,3,1.0,3,True
MAN2B2,11.08299780751995,0.767252597492661,0.2284643196765368,3.3583038199529303,0.0007842236556302698,0.008092877068666605,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0479250052664841,0.031701676623626905,0.060464529159303206,0.0315180102915952,0.9565217391304348,4,0.36363636363636365,11,3,5,1,0.3333333333333333,3,6,0.5,12,3,0.375,8,4,0.4444444444444444,9,2,0.6666666666666666,3,True
MRFAP1,80.99740267405652,0.13319439416178372,0.11094510602319356,1.2005432139921417,0.22992844003539858,0.4270009423800834,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.3006635769959975,0.2542879167469647,0.33539510224690733,0.252680102915952,1.0,6,0.5454545454545454,11,3,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
RP11-539L10.3,4.995939023607735,-0.6889233959954295,0.35173651878208767,-1.9586348280834613,0.050155567784741686,0.15552479407741698,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.015272803876132295,0.022644054731162072,0.008836152486745772,0.02251286449399657,0.8260869565217391,0,0.0,11,0,5,0,0.0,3,0,0.0,12,1,0.125,8,0,0.0,9,0,0.0,3,True
AC093323.3,1.28148813041535,0.07258362404350355,0.5159483304887986,0.14068002502254312,0.888122725866801,0.9467324410198068,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.006109121550452918,0.005974176141838505,0.004670537742994194,0.006217838765008576,0.6521739130434783,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RP11-539L10.2,0.0624721548921101,-1.2467930063798778,1.2818269794220603,-0.9726687192541552,0.33071797671303627,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0004739835685696229,0.0003854307188282906,0.0005049229992426155,0.0004288164665523156,0.043478260869565216,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
S100P,0.16622470126753383,-1.9294440766101852,1.6080883298062265,-1.1998371238989602,0.23020260316035024,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0002106593638087213,0.0016380805550202352,0.00012623074981065388,0.0018224699828473414,0.043478260869565216,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
MRFAP1L1,26.246588018047408,0.069019554102972,0.16410512844630465,0.42058133561350136,0.6740608251616262,0.8138660333432969,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.12212976616810617,0.09452688379263827,0.12686190355970714,0.09251715265866209,1.0,4,0.36363636363636365,11,2,5,2,0.6666666666666666,3,11,0.9166666666666666,12,7,0.875,8,8,0.8888888888888888,9,3,1.0,3,True
BLOC1S4,8.36607390660778,0.6865716284137404,0.4652913106438914,1.4755737163103932,0.14005836538099503,0.3099197947725682,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.04276385085317042,0.017729813066101368,0.02158545821762181,0.0177958833619211,0.8260869565217391,1,0.09090909090909091,11,0,5,0,0.0,3,2,0.16666666666666666,12,4,0.5,8,2,0.2222222222222222,9,0,0.0,3,True
KIAA0232,9.73325618877491,0.10241131106107995,0.23128343268282037,0.44279570686554853,0.6579135088845713,0.8044330564313881,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.03886665262270908,0.03015995374831374,0.04986114617520828,0.028837907375643224,0.9565217391304348,2,0.18181818181818182,11,1,5,1,0.3333333333333333,3,3,0.25,12,2,0.25,8,2,0.2222222222222222,9,1,0.3333333333333333,3,True
TBC1D14,13.75662309158895,-0.18865322672226623,0.2585599792191808,-0.7296304218927294,0.46561612147272147,0.6612071488825915,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.040815251737939755,0.040566583156677584,0.04948245392577632,0.0370926243567753,0.9130434782608695,2,0.18181818181818182,11,1,5,2,0.6666666666666666,3,2,0.16666666666666666,12,4,0.5,8,1,0.1111111111111111,9,1,0.3333333333333333,3,True
RP11-367J11.2,0.23259957621805366,-0.9176901241412223,1.3520258262265639,-0.678751919038743,0.49729506330581397,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0006319780914261639,0.00028907303912121797,0.0003786922494319616,0.0002144082332761578,0.13043478260869565,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
CCDC96,0.4958110940307083,-0.2224072707573736,0.6866622422595036,-0.32389617059113235,0.7460166432719565,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0023172530018959344,0.0026980150317980345,0.0035344609946983086,0.0028945111492281305,0.43478260869565216,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
TADA2B,7.0752934436902795,0.4987405431854662,0.2319515958803848,2.150192333415381,0.03154000433822422,0.11372727044025466,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.031651569412260376,0.02216226633262671,0.03951022469073466,0.021655231560891938,0.8260869565217391,0,0.0,11,0,5,0,0.0,3,2,0.16666666666666666,12,1,0.125,8,1,0.1111111111111111,9,1,0.3333333333333333,3,True
GRPEL1,27.738073201883317,0.5825727538385123,0.2056464044599648,2.832885677570538,0.004612988060615566,0.02938282272696233,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.14414366968611755,0.07236461746001156,0.13645544054531683,0.0695754716981132,0.9565217391304348,4,0.36363636363636365,11,3,5,1,0.3333333333333333,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
RP11-367J11.3,2.370264868026156,0.6072158618010788,0.4945042191903419,1.227928576211708,0.21947378110236015,0.4145854209067063,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.01148093532757531,0.006552322220080941,0.01729361272405958,0.00686106346483705,0.6086956521739131,0,0.0,11,0,5,0,0.0,3,1,0.08333333333333333,12,0,0.0,8,1,0.1111111111111111,9,0,0.0,3,True
AFAP1-AS1,0.27438106917406063,-0.28896529550308003,1.368057711249551,-0.211223030378701,0.8327132405021969,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.004160522435222245,0.0018307959144343805,0.0005049229992426155,0.0019296740994854203,0.21739130434782608,1,0.09090909090909091,11,0,5,1,0.3333333333333333,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
AFAP1,0.08986022484534774,-1.7153078390103313,1.7176398778849964,-0.9986423004585009,0.31796800098251066,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0004213187276174426,0.0008672191173636539,0.0008836152486745772,0.0008576329331046312,0.08695652173913043,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
ABLIM2,0.12115490984650343,-0.5554608024774368,1.2637946074152873,-0.4395182565412787,0.6602860565108167,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0009479671371392458,9.635767970707265e-05,0.0015147689977278464,0.0001072041166380789,0.13043478260869565,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
SH3TC1,10.926593768484333,-0.1306371791377085,0.441107374920982,-0.2961573226045252,0.7671099392176588,0.8751165900358562,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.024910469770381295,0.037868568124879556,0.034334763948497854,0.037307032590051456,0.782608695652174,2,0.18181818181818182,11,1,5,1,0.3333333333333333,3,2,0.16666666666666666,12,2,0.25,8,1,0.1111111111111111,9,1,0.3333333333333333,3,True
RP11-774O3.3,1.744917256921206,0.5020553279461898,0.3895879090582651,1.2886830321808178,0.19750830374696304,0.3875402235522354,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.008847693279966295,0.005396030063596069,0.01072961373390558,0.005574614065180103,0.6956521739130435,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
ACOX3,4.299822967203352,0.20712949095822988,0.29990226798545133,0.6906566340747979,0.4897813478291039,0.6811302562197202,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.02117126606277649,0.01599537483137406,0.029159303206261044,0.015222984562607204,0.782608695652174,0,0.0,11,0,5,0,0.0,3,1,0.08333333333333333,12,1,0.125,8,1,0.1111111111111111,9,0,0.0,3,True
TRMT44,3.709138100182815,-0.14837237294212743,0.3196902146236803,-0.4641129635975323,0.6425668143789547,0.7952873874058072,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.012270907941858016,0.01011755636924263,0.015526382226710427,0.009219554030874785,0.8260869565217391,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RP11-689P11.2,0.44117670773025036,-1.274208056785843,0.7956095044377545,-1.6015495663118142,0.10925525094819566,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.001000631978091426,0.001059934476777799,0.0007573844988639232,0.0009648370497427101,0.2608695652173913,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
SLC2A9,0.22397029632000984,-0.7621776412225421,1.1263025580583126,-0.6767077245536021,0.4985914144614352,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.001105961659995787,0.002023511273848526,0.0008836152486745772,0.002251286449399657,0.30434782608695654,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
WDR1,56.746336568134744,-0.1987263784419902,0.16584955931409834,-1.1982327795374317,0.23082640748767658,0.42808481215267175,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.17805982725932168,0.1958951628444787,0.21522342842716485,0.1914665523156089,1.0,4,0.36363636363636365,11,2,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
ZNF518B,5.468211229474344,-0.35711106547197274,0.28412212906523776,-1.256892825092043,0.20879244696874144,0.40191450128779005,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.020855277017063408,0.022740412410869146,0.026508457460237313,0.022834476843910805,0.8260869565217391,1,0.09090909090909091,11,1,5,0,0.0,3,1,0.08333333333333333,12,2,0.25,8,1,0.1111111111111111,9,0,0.0,3,True
CLNK,0.9938866597485105,-1.1513502710642227,0.8028176756024538,-1.434136673934367,0.15153326405715375,0.3257218826547876,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0018959342742784916,0.0018307959144343805,0.0008836152486745772,0.0017152658662092624,0.30434782608695654,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
HS3ST1,0.6679004549420438,-0.4944441008920082,0.694932235583615,-0.7114997341816591,0.4767746154833159,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.002580577206656836,0.0028907303912121796,0.002903307245645039,0.0028945111492281305,0.34782608695652173,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RP11-168E17.1,0.42957201100126285,0.32230023338860453,0.9703748049634228,0.33213994400931846,0.7397835895570437,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0021065936380872128,0.00048178839853536327,0.0022721534965917697,0.0005360205831903945,0.2608695652173913,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RP11-22A3.2,0.559093870169539,-0.634799052695614,0.6056009116289679,-1.048213502499704,0.29454025090556835,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.002422582683800295,0.0018307959144343805,0.002903307245645039,0.0017152658662092624,0.391304347826087,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RP11-22A3.1,0.06074094779609129,-1.4302953689980413,1.2609747962595168,-1.1342775234213938,0.25667815428390084,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0005266484095218032,0.0007708614376565812,0.0006311537490532694,0.0008576329331046312,0.043478260869565216,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
