gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,design,contrast,contrast_name,pct_cells_neoplastic,pct_cells_normal,pct_cells_smm_neoplastic,pct_cells_nbm_normal,patient_prevalence,recurrence_n_samples,recurrence_frac,recurrence_denom,recurrence_smm_n,recurrence_smm_denom,mgus_coverage_n,mgus_coverage_frac,mgus_coverage_denom,smm_coverage_n,smm_coverage_frac,smm_coverage_denom,mm_coverage_n,mm_coverage_frac,mm_coverage_denom,smmh_coverage_n,smmh_coverage_frac,smmh_coverage_denom,smml_coverage_n,smml_coverage_frac,smml_coverage_denom,mm_retained
RP11-34P13.7,0.20642651825416855,-0.45436517083487926,0.9561628814476841,-0.4751964122963495,0.6346469840518245,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0009479671371392458,0.0007708614376565812,0.0015147689977278464,0.0008576329331046312,0.30434782608695654,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
FO538757.2,35.04005911742762,0.2972625718357358,0.21151062212073732,1.4054262091198821,0.15989457767019588,0.3375938306129357,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.1121761112281441,0.07978415879745615,0.11827821257258268,0.07590051457975987,1.0,7,0.6363636363636364,11,4,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
AP006222.2,7.330827580951738,0.2755185289460671,0.2607579715050983,1.0566063516899242,0.290691280474044,0.4964624486306012,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.03912997682746998,0.02495663904413182,0.03610199444584701,0.02444253859348199,0.9130434782608695,1,0.09090909090909091,11,0,5,0,0.0,3,3,0.25,12,2,0.25,8,2,0.2222222222222222,9,1,0.3333333333333333,3,True
RP4-669L17.2,0.0858745497156769,-2.0311061901117196,1.8505554223729506,-1.0975657175980444,0.27239416957973395,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0002106593638087213,0.0008672191173636539,0.00025246149962130775,0.0008576329331046312,0.08695652173913043,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RP4-669L17.10,0.4826531939432375,-0.02512611233467377,0.7109611597695418,-0.03534104780466264,0.9718077923454965,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.002211923319991574,0.0013490075158990172,0.0023983842464024236,0.0013936535162950257,0.43478260869565216,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RP11-206L10.9,11.783789101601764,-0.008467475172754682,0.21298449320372656,-0.03975629889944743,0.9682874170909024,0.9860665434306868,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.04334316410364441,0.0391212179610715,0.0456955314314567,0.037950257289879934,0.9130434782608695,1,0.09090909090909091,11,1,5,0,0.0,3,4,0.3333333333333333,12,3,0.375,8,4,0.4444444444444444,9,0,0.0,3,True
LINC00115,3.3581310494677656,0.7225735992979686,0.4001195743495886,1.8058941516983835,0.07093487479590575,0.19613282671445104,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.018538024015167475,0.009539410291000193,0.022721534965917698,0.009648370497427101,0.7391304347826086,0,0.0,11,0,5,0,0.0,3,1,0.08333333333333333,12,1,0.125,8,1,0.1111111111111111,9,0,0.0,3,True
FAM41C,3.7436152737976327,0.1522894543689452,0.3355082895967657,0.4539066815665745,0.6498959942936473,0.7997492183735451,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.013376869601853802,0.010599344767777992,0.015400151476899772,0.010291595197255575,0.782608695652174,1,0.09090909090909091,11,1,5,0,0.0,3,2,0.16666666666666666,12,0,0.0,8,2,0.2222222222222222,9,0,0.0,3,True
SAMD11,6.536325823521717,2.1464179051259,0.8490529884520917,2.5280140748801014,0.01147097532617519,0.05626905603582801,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.03175689909416474,0.0032761611100404703,0.049608684675586975,0.002144082332761578,0.6956521739130435,4,0.36363636363636365,11,1,5,2,0.6666666666666666,3,4,0.3333333333333333,12,1,0.125,8,4,0.4444444444444444,9,0,0.0,3,False
NOC2L,43.40795254036848,0.5463233768837724,0.17424814402165173,3.1353181977989237,0.0017166779618262085,0.014542852940229665,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.21729513376869602,0.11996531123530546,0.2251956576622065,0.11460120068610635,1.0,6,0.5454545454545454,11,3,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
KLHL17,1.0843752009838459,-0.18800525984523977,0.4837700538627923,-0.3886252535560255,0.6975533828102163,0.8302995608045216,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.003791868548556983,0.0035652341491616882,0.004291845493562232,0.003537735849056604,0.5217391304347826,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
PLEKHN1,10.132927177857344,-0.6810087551530613,0.28137773766001584,-2.420265230705327,0.015509190307787241,0.06922594380536246,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.02775437118179903,0.039892079398728075,0.03711184044433224,0.038700686106346485,0.9130434782608695,1,0.09090909090909091,11,0,5,1,0.3333333333333333,3,1,0.08333333333333333,12,2,0.25,8,0,0.0,9,1,0.3333333333333333,3,True
PERM1,0.11552943366267164,-1.6409417219592097,1.533078603183166,-1.070357200571507,0.2844585563623844,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0004213187276174426,0.0007708614376565812,0.0006311537490532694,0.0006432246998284735,0.13043478260869565,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
ISG15,227.11187369933256,0.8199423100787759,0.34313362209142045,2.3895714593084096,0.016868042047913107,0.07330230767375802,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.5134821992837582,0.2823280015417229,0.29916687705124967,0.27926672384219553,1.0,2,0.18181818181818182,11,1,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
AGRN,1.3336791245690314,0.24356451781933147,0.6899205171176661,0.35303272156173826,0.7240639096581848,0.8467335667530108,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0036865388666526226,0.002119868953555598,0.0036606917445089625,0.002036878216123499,0.5652173913043478,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
C1orf159,3.50381563858753,0.18530239248107414,0.280843727837347,0.6598060562292264,0.5093782963798085,0.6966429858327436,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.01458816094375395,0.011370206205434573,0.017672304973491544,0.011149228130360206,0.782608695652174,1,0.09090909090909091,11,0,5,1,0.3333333333333333,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
TNFRSF18,59.42418162307844,-1.1668621862638944,0.5920445042236107,-1.9709028256145749,0.04873499187777881,0.15262400581353464,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.08984621866441964,0.22615147427249951,0.1956576622065135,0.22234133790737565,0.782608695652174,2,0.18181818181818182,11,0,5,3,1.0,3,7,0.5833333333333334,12,0,0.0,8,5,0.5555555555555556,9,2,0.6666666666666666,3,False
TNFRSF4,49.50709940760162,-1.4301209702584574,0.4568195843644079,-3.1306034574858352,0.00174447540808298,0.014674869733792714,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.08500105329681905,0.21275775679321643,0.17318858874021711,0.21269296740994853,0.8695652173913043,2,0.18181818181818182,11,0,5,3,1.0,3,9,0.75,12,2,0.25,8,6,0.6666666666666666,9,3,1.0,3,False
SDF4,95.4827789609368,-0.43475927252114277,0.28505220272228865,-1.5251917661717065,0.12721127370150448,0.29043331198731326,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.2585317042342532,0.2494700327616111,0.3528149457207776,0.237778730703259,1.0,2,0.18181818181818182,11,0,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
B3GALT6,3.9229780957260845,0.052615693043762825,0.3669312721361649,0.1433938642990277,0.8859791284804688,0.9455243061617308,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.015483463239941016,0.012141067643091155,0.01401161322898258,0.012006861063464836,0.782608695652174,0,0.0,11,0,5,0,0.0,3,0,0.0,12,1,0.125,8,0,0.0,9,0,0.0,3,True
FAM132A,0.32616743580157853,-0.3626448816941622,0.7253766213144159,-0.49994012908361035,0.6171172350304335,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0021065936380872128,0.0017344382347273077,0.003408230244887655,0.0019296740994854203,0.391304347826087,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RP5-902P8.12,0.06072968803918154,-1.0039994501252902,1.99572502169808,-0.503075042508125,0.6149115128616354,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0005266484095218032,0.00028907303912121797,0.00025246149962130775,0.00032161234991423673,0.13043478260869565,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
UBE2J2,45.79752682818434,-0.20886837849722892,0.11748750791758819,-1.7777922282915388,0.07543798538330812,0.20469073956950165,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.18527491046977038,0.1864521102331856,0.21560212067659681,0.18471269296740994,1.0,6,0.5454545454545454,11,1,5,3,1.0,3,11,0.9166666666666666,12,8,1.0,8,8,0.8888888888888888,9,3,1.0,3,True
RP5-902P8.10,0.1750269559859545,-0.7451232684078647,1.0899712398149783,-0.6836173663943176,0.49421681554821784,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0009479671371392458,0.0007708614376565812,0.0015147689977278464,0.0007504288164665523,0.21739130434782608,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
SCNN1D,0.4162497306715471,-0.028803580724423676,0.6502742671116529,-0.044294511072015194,0.9646696469122309,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0023699178428481147,0.0016380805550202352,0.003281999495077001,0.0016080617495711836,0.43478260869565216,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
ACAP3,14.47873462608853,-0.3399439612780038,0.22621460643386415,-1.5027498296286603,0.1329035678041115,0.2987294183123151,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.04724036233410575,0.051262285604162655,0.05604645291593032,0.04909948542024014,1.0,0,0.0,11,0,5,2,0.6666666666666666,3,6,0.5,12,3,0.375,8,5,0.5555555555555556,9,1,0.3333333333333333,3,True
PUSL1,13.52358773609216,-0.5610565891575615,0.19994161838402197,-2.8061020696549366,0.005014480553644068,0.031205569185947836,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.055350747840741524,0.06282520716901137,0.07018429689472355,0.062178387650085765,0.8260869565217391,1,0.09090909090909091,11,0,5,1,0.3333333333333333,3,5,0.4166666666666667,12,2,0.25,8,4,0.4444444444444444,9,1,0.3333333333333333,3,True
CPSF3L,36.65200952616528,-0.15018672888084322,0.14287752997237577,-1.0511570917406021,0.29318644645627634,0.49861966487831083,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.14203707604803034,0.1282520716901137,0.16864428174703358,0.1244639794168096,0.9565217391304348,6,0.5454545454545454,11,1,5,3,1.0,3,11,0.9166666666666666,12,7,0.875,8,8,0.8888888888888888,9,3,1.0,3,True
CPTP,20.18781374981769,-0.39527976263774606,0.2324527197304336,-1.700473812894668,0.08904183807321384,0.22971911275600876,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.06725300189593428,0.08219310079013298,0.09012875536480687,0.08018867924528301,1.0,3,0.2727272727272727,11,0,5,2,0.6666666666666666,3,9,0.75,12,6,0.75,8,7,0.7777777777777778,9,2,0.6666666666666666,3,True
TAS1R3,14.003883016337237,-0.7219061140244958,0.4222645817693688,-1.7096061218290486,0.08733873284881756,0.22701358630387178,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.027175057931325047,0.0616689150125265,0.03244130270133805,0.06035591766723842,0.8260869565217391,2,0.18181818181818182,11,1,5,2,0.6666666666666666,3,3,0.25,12,2,0.25,8,2,0.2222222222222222,9,1,0.3333333333333333,3,True
DVL1,5.461943702366695,-0.15717884080957675,0.29105220218716754,-0.5400365969692936,0.589171794093166,0.7565451246856159,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.017274067832315148,0.01917517826170746,0.02082807371875789,0.018975128644939967,0.782608695652174,0,0.0,11,0,5,0,0.0,3,1,0.08333333333333333,12,1,0.125,8,0,0.0,9,1,0.3333333333333333,3,True
MXRA8,0.27163141192235385,-2.0239716076426855,1.7355712436312172,-1.1661702825912625,0.24354560508047485,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0002106593638087213,0.00048178839853536327,0.00025246149962130775,0.00032161234991423673,0.043478260869565216,1,0.09090909090909091,11,0,5,1,0.3333333333333333,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
AURKAIP1,253.3175306928244,-0.09768307429196615,0.11614562687149729,-0.8410396234723675,0.40032573705988694,0.602720678142859,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.648672846008005,0.6323954519175178,0.657535975763696,0.6373284734133791,1.0,2,0.18181818181818182,11,1,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
CCNL2,32.696782499757134,0.12529439886515822,0.15052532274336555,0.8323808684255461,0.4051939973621601,0.6077460743140426,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.1271329260585633,0.09992291385623434,0.15109820752335268,0.09530445969125215,1.0,6,0.5454545454545454,11,3,5,3,1.0,3,12,1.0,12,7,0.875,8,9,1.0,9,3,1.0,3,True
MRPL20,223.84312561614922,0.18745081734053978,0.1384215952471152,1.3542021171327774,0.17567190377027275,0.35868777333353763,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.6305561407204551,0.5378685681248796,0.6305225953042161,0.5430960548885078,1.0,5,0.45454545454545453,11,2,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
RP4-758J18.13,0.39648928532173855,-0.6958816104265672,0.893600835030848,-0.7787387647221085,0.4361336160274367,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0010532968190436064,0.0008672191173636539,0.0015147689977278464,0.0008576329331046312,0.21739130434782608,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
ATAD3C,21.26213374384097,-1.176202740256831,0.34784137791221253,-3.38143422532577,0.0007210849390779467,0.007658132707233569,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.05582473140931114,0.13152823280015416,0.055920222166119665,0.13475557461406518,0.8260869565217391,2,0.18181818181818182,11,0,5,2,0.6666666666666666,3,4,0.3333333333333333,12,4,0.5,8,2,0.2222222222222222,9,2,0.6666666666666666,3,True
ATAD3B,5.203151145457955,0.12112352687457233,0.22244404456905065,0.5445123384140472,0.5860889601574291,0.7540087740763922,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.023277859700863702,0.017344382347273077,0.024867457712698812,0.01661663807890223,0.782608695652174,0,0.0,11,0,5,0,0.0,3,1,0.08333333333333333,12,0,0.0,8,1,0.1111111111111111,9,0,0.0,3,True
ATAD3A,7.997117321362778,0.06489468360069899,0.278133986627634,0.2333216604973201,0.8155116400653513,0.902573378472197,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.03918264166842216,0.031894391983041046,0.04329714718505428,0.03141080617495712,0.8260869565217391,0,0.0,11,0,5,0,0.0,3,2,0.16666666666666666,12,3,0.375,8,2,0.2222222222222222,9,0,0.0,3,True
SSU72,103.42928112604194,0.15932475432333104,0.15997244864112048,0.9959512133289747,0.31927385008757647,0.5243330805820372,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.35453970929007794,0.331566775872037,0.32883110325675335,0.3353344768439108,1.0,8,0.7272727272727273,11,3,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
RP5-832C2.5,5.190763894815221,-0.7815857308835588,0.3866518552760692,-2.0214198385922835,0.04323632276645279,0.14040907602192507,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.015852117126606276,0.02938909231065716,0.018808381721787427,0.030874785591766724,0.782608695652174,1,0.09090909090909091,11,1,5,0,0.0,3,1,0.08333333333333333,12,1,0.125,8,1,0.1111111111111111,9,0,0.0,3,True
C1orf233,0.05618398835793926,-1.5006729885308028,2.2436358308533197,-0.6688576496659235,0.5035862877366879,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0002633242047609016,0.0005781460782424359,0.0,0.0006432246998284735,0.043478260869565216,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RP11-345P4.9,4.254431832965546,0.7948457802340171,0.42175865198979456,1.8845986359356304,0.05948404662094228,0.17370163322571294,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.024594480724668213,0.012430140682212373,0.0292855339560717,0.012435677530017153,0.7391304347826086,1,0.09090909090909091,11,1,5,0,0.0,3,3,0.25,12,1,0.125,8,3,0.3333333333333333,9,0,0.0,3,True
MIB2,29.50145492400696,-0.2343432286207202,0.19846672474985202,-1.1807683575979149,0.23769475745726354,0.43580056561042396,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.11965451864335369,0.11399113509346695,0.13809644029285534,0.11395797598627787,0.9565217391304348,1,0.09090909090909091,11,1,5,2,0.6666666666666666,3,11,0.9166666666666666,12,7,0.875,8,8,0.8888888888888888,9,3,1.0,3,True
MMP23B,1.969786202367489,-1.1405475341408242,0.5613825273850408,-2.0316762252177223,0.04218644431273903,0.13812691314304124,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.006635769959974721,0.01165927924455579,0.011360767482958849,0.012221269296740995,0.391304347826087,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
CDK11B,37.984250599903305,0.06901055790682448,0.16061326888681493,0.42966909511976,0.6674363675232291,0.8090445852720873,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.1421424057299347,0.10686066679514357,0.180888664478667,0.10087907375643225,1.0,4,0.36363636363636365,11,1,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
RP11-345P4.10,2.0020265314771293,1.0428252118738495,0.46303134190856204,2.252169815493361,0.0243115427198902,0.09497859123805791,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.010058984621866442,0.0033725187897475427,0.008836152486745772,0.003108919382504288,0.7391304347826086,1,0.09090909090909091,11,0,5,1,0.3333333333333333,3,0,0.0,12,1,0.125,8,0,0.0,9,0,0.0,3,True
SLC35E2B,31.780244220033232,-0.08964541174718786,0.22902749775598832,-0.39141767964778773,0.6954885262026016,0.8289370338291777,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.10401306088055615,0.08604740797841588,0.13292097955061852,0.08104631217838765,1.0,4,0.36363636363636365,11,2,5,3,1.0,3,12,1.0,12,7,0.875,8,9,1.0,9,3,1.0,3,True
RP11-345P4.7,0.25934626567508895,-1.5728934617615735,1.0186632695359705,-1.5440759560105377,0.12256993288410349,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0006846429323783442,0.0009635767970707265,0.00025246149962130775,0.0006432246998284735,0.13043478260869565,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
CDK11A,33.854669372875335,-0.020612232374292466,0.19744369534695033,-0.1043954953237297,0.9168554973616191,0.9599977193456207,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.10675163261006952,0.10059741761418385,0.12686190355970714,0.09573327615780446,1.0,3,0.2727272727272727,11,0,5,3,1.0,3,11,0.9166666666666666,12,8,1.0,8,9,1.0,9,2,0.6666666666666666,3,True
SLC35E2,3.4697269589774327,-0.4891994918604321,0.41978495710943564,-1.1653573658974645,0.24387436726530465,0.44382247978642814,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.00837370971139667,0.008190402775101175,0.010350921484473618,0.006968267581475129,0.6521739130434783,1,0.09090909090909091,11,0,5,1,0.3333333333333333,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
NADK,17.49368425850117,0.5319865225413021,0.2437667622700094,2.1823587333536665,0.029083067423661693,0.10747468428700328,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.06957025489783021,0.053093081518597034,0.07611714213582428,0.051457975986277875,1.0,5,0.45454545454545453,11,2,5,2,0.6666666666666666,3,9,0.75,12,6,0.75,8,7,0.7777777777777778,9,2,0.6666666666666666,3,True
GNB1,37.628188114728424,0.22294392017564865,0.18720675922661628,1.1908967448433423,0.233694122596949,0.4308008972086283,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.137560564567095,0.13663518982462902,0.1647311285029033,0.13743567753001715,1.0,6,0.5454545454545454,11,3,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
RP1-140A9.1,0.9157617666631443,-0.4867483236330398,0.6685642246775106,-0.7280502091894436,0.46658285146565703,0.6618855315463344,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0023699178428481147,0.0034688764694546155,0.0035344609946983086,0.0033233276157804458,0.391304347826087,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
CALML6,0.10900118575152282,-1.3552734461038505,1.392644737062677,-0.9731652373615047,0.3304711849599069,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0004739835685696229,0.0006745037579495086,0.0007573844988639232,0.0006432246998284735,0.08695652173913043,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
TMEM52,12.347982148325755,-2.197122613750219,0.442337465076823,-4.967073303114024,6.797090049755555e-07,4.1799014219610404e-05,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.015378133558036656,0.10435536712275968,0.01994445847008331,0.1107418524871355,0.6956521739130435,0,0.0,11,0,5,0,0.0,3,1,0.08333333333333333,12,2,0.25,8,0,0.0,9,1,0.3333333333333333,3,True
CFAP74,0.42039792757771294,-0.5442644176853206,1.0149843067640854,-0.5362293919799738,0.5918000224214313,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0008426374552348852,0.0012526498361919445,0.0012623074981065387,0.0013936535162950257,0.13043478260869565,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RP11-547D24.3,0.48578169818143535,-0.5874079788928608,1.4270274462321897,-0.41163047034856004,0.6806102945117691,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0006319780914261639,0.00028907303912121797,0.0013885382479171926,0.0002144082332761578,0.13043478260869565,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
PRKCZ,6.092285672182027,-0.4177680989246972,0.26976261127779055,-1.5486508561948067,0.12146567352212666,0.28142702113282775,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.019959974720876343,0.020427828097899402,0.02802322645796516,0.019082332761578044,0.8695652173913043,1,0.09090909090909091,11,0,5,1,0.3333333333333333,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RP5-892K4.1,1.5406209728316527,-0.25202008803466597,0.4841181192360555,-0.5205756157864053,0.6026624395694888,0.7668606224617968,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.004160522435222245,0.00472152630564656,0.006311537490532693,0.004502572898799314,0.6521739130434783,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
FAAP20,78.45884765392684,-0.07872266235855037,0.14157382684218106,-0.5560537856076052,0.578174086636102,0.7484563408381805,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.3035601432483674,0.3022740412410869,0.31355718252966425,0.30971269296740994,1.0,2,0.18181818181818182,11,2,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
SKI,5.550115831219756,0.36569240820960425,0.34467489622626984,1.0609777857727616,0.28869999670262314,0.49456310780725626,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.01669475458184116,0.01560994411254577,0.02209038121686443,0.015437392795883362,0.9130434782608695,1,0.09090909090909091,11,0,5,1,0.3333333333333333,3,1,0.08333333333333333,12,1,0.125,8,0,0.0,9,1,0.3333333333333333,3,True
MORN1,2.4485181733197514,0.45246326911792256,0.38292809841116404,1.1815880605138984,0.23736919326460404,0.4354397038205869,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.012376237623762377,0.006455964540373868,0.014516536228225196,0.005789022298456261,0.6956521739130435,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
RER1,199.9621836464692,-0.04938549193765242,0.10975171331027686,-0.4499746787372302,0.6527286986757637,0.8012672683408408,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.5565093743416895,0.5251493544035459,0.5949255238576117,0.5261578044596913,1.0,3,0.2727272727272727,11,0,5,3,1.0,3,12,1.0,12,8,1.0,8,9,1.0,9,3,1.0,3,True
PEX10,17.413445385048465,0.11861417207663016,0.19189097448363884,0.6181331477200015,0.5364875734491805,0.7164875876789746,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.08294712449968401,0.0644632877240316,0.10148952284776572,0.06421526586620926,0.9565217391304348,3,0.2727272727272727,11,2,5,1,0.3333333333333333,3,11,0.9166666666666666,12,6,0.75,8,8,0.8888888888888888,9,3,1.0,3,True
PLCH2,1.6142164494451006,-2.2757013729993187,0.7344228904586487,-3.098625332304305,0.0019442071694296716,0.01585571268827488,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0021592584790393935,0.010695702447485064,0.004670537742994194,0.01072041166380789,0.13043478260869565,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
PANK4,6.7605395877900545,-0.07495573000012379,0.32756299628854657,-0.2288284417025424,0.819002259947688,0.9037750061037743,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.02385717295133769,0.015706301792252842,0.03054784145417824,0.012864493996569469,0.8260869565217391,0,0.0,11,0,5,0,0.0,3,0,0.0,12,2,0.25,8,0,0.0,9,0,0.0,3,True
HES5,0.09209087496145126,-0.9764343546402134,1.9063289730618027,-0.5122066382235894,0.6085063977112795,,~status,"['status', 'neoplastic', 'normal']",A_neoplastic_vs_normal,0.0006319780914261639,0.00048178839853536327,0.0006311537490532694,0.0005360205831903945,0.13043478260869565,0,0.0,11,0,5,0,0.0,3,0,0.0,12,0,0.0,8,0,0.0,9,0,0.0,3,True
