gene,sig_tissues,n_sig_tissues,lymphoid_fdr,tier
UNC79,"cerebellum, pituitary gland",2,,3_vital
UNC80,cerebellum,1,,3_vital
UNC93A,"liver, skin",2,,3_vital
UNC93B1,spleen,1,3.536120433987016e-08,1a_lymphoid
UNCX,cerebellum,1,,3_vital
UNG,adrenal gland,1,,3_vital
UNK,,0,,4_broad
UNKL,cerebellum,1,,3_vital
UPB1,liver,1,,3_vital
UPF1,,0,,4_broad
UPF2,,0,,4_broad
UPF3A,"spinal cord, testis",2,,3_vital
UPF3B,cerebellum,1,,3_vital
UPK1A,urinary bladder,1,,2_restricted
UPK1B,urinary bladder,1,,2_restricted
UPK2,urinary bladder,1,,2_restricted
UPK3A,"skeletal muscle, urinary bladder",2,,3_vital
UPK3B,"adipose tissue, esophagus",2,,2_restricted
UPK3BL1,esophagus,1,,2_restricted
UPK3BL2,,0,,4_broad
UPP1,esophagus,1,,2_restricted
UPP2,"kidney, liver",2,,3_vital
UPRT,,0,,4_broad
UQCC1,"skeletal muscle, tongue",2,,3_vital
UQCC2,"heart muscle, skeletal muscle",2,,3_vital
UQCC3,,0,,4_broad
UQCR10,"heart muscle, skeletal muscle, tongue",3,,3_vital
UQCR11,"heart muscle, skeletal muscle",2,,3_vital
UQCRB,"heart muscle, skeletal muscle",2,,3_vital
UQCRC1,"heart muscle, skeletal muscle, tongue",3,,3_vital
UQCRC2,"skeletal muscle, tongue",2,,3_vital
UQCRFS1,"skeletal muscle, tongue",2,,3_vital
UQCRH,"heart muscle, tongue",2,,3_vital
UQCRHL,heart muscle,1,,3_vital
UQCRQ,"heart muscle, liver, skeletal muscle",3,,3_vital
URAD,"colon, small intestine",2,,2_restricted
URB1,,0,,4_broad
URB2,skeletal muscle,1,,3_vital
URGCP,,0,,4_broad
URGCP-MRPS24,,0,,4_broad
URI1,,0,,4_broad
URM1,,0,,4_broad
UROC1,liver,1,,3_vital
UROD,bone marrow,1,9.50850073201247e-06,1a_lymphoid
UROS,amygdala,1,,3_vital
USB1,,0,,4_broad
USE1,,0,,4_broad
USF1,thymus,1,0.04839925269634604,1a_lymphoid
USF2,skeletal muscle,1,,3_vital
USF3,"liver, skeletal muscle",2,,3_vital
USH1C,"duodenum, small intestine",2,,2_restricted
USH1G,esophagus,1,,2_restricted
USH2A,retina,1,,3_vital
USHBP1,heart muscle,1,,3_vital
USO1,"skeletal muscle, tongue",2,,3_vital
USP1,"bone marrow, testis, thymus",3,0.004826405968248186,1a_lymphoid
USP10,skeletal muscle,1,,3_vital
USP11,cerebral cortex,1,,3_vital
USP12,bone marrow,1,6.285757813646661e-10,1a_lymphoid
USP13,"skeletal muscle, tongue",2,,3_vital
USP14,skeletal muscle,1,,3_vital
USP15,bone marrow,1,1.608883194261701e-20,1a_lymphoid
USP16,retina,1,,3_vital
USP17L1,retina,1,,3_vital
USP17L10,,0,,4_broad
USP17L11,,0,,4_broad
USP17L12,,0,,4_broad
USP17L13,,0,,4_broad
USP17L15,"cerebral cortex, duodenum, retina, skin",4,,3_vital
USP17L17,,0,,4_broad
USP17L18,,0,,4_broad
USP17L19,,0,,4_broad
USP17L2,skin,1,,2_restricted
USP17L20,,0,,4_broad
USP17L21,,0,,4_broad
USP17L22,,0,,4_broad
USP17L23,,0,,4_broad
USP17L24,,0,,4_broad
USP17L25,,0,,4_broad
USP17L26,,0,,4_broad
USP17L27,,0,,4_broad
USP17L28,,0,,4_broad
USP17L29,,0,,4_broad
USP17L3,,0,,4_broad
USP17L30,,0,,4_broad
USP17L4,,0,,4_broad
USP17L5,,0,,4_broad
USP17L7,pancreas,1,,3_vital
USP17L8,,0,,4_broad
USP18,liver,1,,3_vital
USP19,skeletal muscle,1,,3_vital
USP2,skeletal muscle,1,,3_vital
USP20,thymus,1,0.00041621298293395787,1a_lymphoid
USP21,fallopian tube,1,,2_restricted
USP22,cerebellum,1,,3_vital
USP24,skeletal muscle,1,,3_vital
USP25,"skeletal muscle, tongue",2,,3_vital
USP26,testis,1,,1b_testis_CT
USP27X,cerebellum,1,,3_vital
USP28,"heart muscle, skeletal muscle",2,,3_vital
USP29,testis,1,,1b_testis_CT
USP3,"bone marrow, cerebellum",2,0.0022961741641872573,3_vital
USP30,liver,1,,3_vital
USP31,,0,,4_broad
USP32,testis,1,,1b_testis_CT
USP33,cerebellum,1,,3_vital
USP34,retina,1,,3_vital
USP35,"adrenal gland, blood vessel",2,,3_vital
USP36,"bone marrow, ovary",2,0.002930528397289679,1a_lymphoid
USP37,"bone marrow, testis",2,0.007866925822544805,1a_lymphoid
USP38,bone marrow,1,6.833655472288203e-15,1a_lymphoid
USP39,skeletal muscle,1,,3_vital
USP4,bone marrow,1,1.2482113598416022e-05,1a_lymphoid
USP40,epididymis,1,,2_restricted
USP42,"bone marrow, testis",2,0.00033900864215487275,1a_lymphoid
USP43,"liver, prostate",2,,3_vital
USP44,testis,1,,1b_testis_CT
USP45,cerebellum,1,,3_vital
USP46,,0,,4_broad
USP47,skeletal muscle,1,,3_vital
USP48,"cerebellum, retina",2,,3_vital
USP49,retina,1,,3_vital
USP5,skeletal muscle,1,,3_vital
USP50,testis,1,,1b_testis_CT
USP51,epididymis,1,,2_restricted
USP53,tongue,1,,2_restricted
USP54,skeletal muscle,1,,3_vital
USP6,"skeletal muscle, testis",2,,3_vital
USP6NL,"esophagus, testis",2,,2_restricted
USP7,testis,1,,1b_testis_CT
USP8,parathyroid gland,1,,2_restricted
USP9X,"liver, skeletal muscle",2,,3_vital
USP9Y,cerebellum,1,,3_vital
USPL1,bone marrow,1,2.502606191004353e-05,1a_lymphoid
UST,thyroid gland,1,,2_restricted
UTF1,testis,1,,1b_testis_CT
UTP11,"skeletal muscle, tongue",2,,3_vital
UTP14A,,0,,4_broad
UTP14C,,0,,4_broad
UTP15,bone marrow,1,1.6364694933161595e-15,1a_lymphoid
UTP18,testis,1,,1b_testis_CT
UTP20,,0,,4_broad
UTP23,,0,,4_broad
UTP25,breast,1,,2_restricted
UTP3,spleen,1,0.03633774433606435,1a_lymphoid
UTP4,skeletal muscle,1,,3_vital
UTP6,,0,,4_broad
UTRN,,0,,4_broad
UTS2,spinal cord,1,,3_vital
UTS2B,retina,1,,3_vital
UTS2R,"testis, thyroid gland",2,,2_restricted
UTY,,0,,4_broad
UVRAG,bone marrow,1,0.03782570692051487,1a_lymphoid
UVSSA,pituitary gland,1,,3_vital
UXS1,kidney,1,,3_vital
UXT,,0,,4_broad
VAC14,,0,,4_broad
VAMP1,"cerebral cortex, spinal cord",2,,3_vital
VAMP2,cerebral cortex,1,,3_vital
VAMP3,spinal cord,1,,3_vital
VAMP4,"blood vessel, cerebellum",2,,3_vital
VAMP5,skeletal muscle,1,,3_vital
VAMP7,liver,1,,3_vital
VAMP8,,0,,4_broad
VANGL1,fallopian tube,1,,2_restricted
VANGL2,skin,1,,2_restricted
VAPA,bone marrow,1,3.2082039478174167e-07,1a_lymphoid
VAPB,,0,,4_broad
VARS1,"skeletal muscle, testis",2,,3_vital
VARS2,cerebellum,1,,3_vital
VASH1,retina,1,,3_vital
VASH2,testis,1,,1b_testis_CT
VASN,blood vessel,1,,2_restricted
VASP,bone marrow,1,0.010799800504414309,1a_lymphoid
VAT1,adrenal gland,1,,3_vital
VAT1L,choroid plexus,1,,3_vital
VAV1,bone marrow,1,0.010356477714525792,1a_lymphoid
VAV2,"liver, pancreas",2,,3_vital
VAV3,kidney,1,,3_vital
VAX1,"basal ganglia, hypothalamus",2,,3_vital
VAX2,"cerebellum, retina",2,,3_vital
VBP1,"skeletal muscle, tongue",2,,3_vital
VCAM1,spleen,1,4.400540386378688e-20,1a_lymphoid
VCAN,blood vessel,1,,2_restricted
VCL,blood vessel,1,,2_restricted
VCP,skeletal muscle,1,,3_vital
VCPIP1,bone marrow,1,6.3854548314158366e-12,1a_lymphoid
VCPKMT,,0,,4_broad
VCX,testis,1,,1b_testis_CT
VCX2,testis,1,,1b_testis_CT
VCX3A,testis,1,,1b_testis_CT
VCX3B,testis,1,,1b_testis_CT
VCY,testis,1,,1b_testis_CT
VCY1B,testis,1,,1b_testis_CT
VDAC1,"skeletal muscle, tongue",2,,3_vital
VDAC2,"skeletal muscle, tongue",2,,3_vital
VDAC3,"skeletal muscle, tongue",2,,3_vital
VDR,parathyroid gland,1,,2_restricted
VEGFA,thyroid gland,1,,2_restricted
VEGFB,heart muscle,1,,3_vital
VEGFC,"adipose tissue, thyroid gland",2,,2_restricted
VEGFD,lung,1,,3_vital
VENTX,spleen,1,0.0020289592234553682,1a_lymphoid
VEPH1,"kidney, lung",2,,3_vital
VEZF1,retina,1,,3_vital
VEZT,"skeletal muscle, tongue",2,,3_vital
VGF,"hypothalamus, pituitary gland",2,,3_vital
VGLL1,placenta,1,,2_restricted
VGLL2,skeletal muscle,1,,3_vital
VGLL3,placenta,1,,2_restricted
VGLL4,"blood vessel, ovary",2,,2_restricted
VHL,,0,,4_broad
VHLL,"cerebellum, retina",2,,3_vital
VIL1,"duodenum, small intestine",2,,2_restricted
VILL,stomach,1,,2_restricted
VIM,blood vessel,1,,2_restricted
VIP,appendix,1,1.1541209616829505e-10,1a_lymphoid
VIPAS39,ovary,1,,2_restricted
VIPR1,lung,1,,3_vital
VIPR2,,0,,4_broad
VIRMA,bone marrow,1,0.00033251618803707103,1a_lymphoid
VIT,"adipose tissue, ovary, tongue",3,,2_restricted
VKORC1,liver,1,,3_vital
VKORC1L1,adipose tissue,1,,2_restricted
VLDLR,"heart muscle, ovary",2,,3_vital
VMA21,bone marrow,1,0.010952144580940059,1a_lymphoid
VMAC,,0,,4_broad
VMO1,"pituitary gland, spleen",2,0.013974190489300577,3_vital
VMP1,,0,,4_broad
VN1R1,"cerebellum, retina",2,,3_vital
VN1R2,,0,,4_broad
VN1R4,testis,1,,1b_testis_CT
VNN1,"duodenum, liver",2,,3_vital
VNN2,spleen,1,1.1466608447665239e-05,1a_lymphoid
VOPP1,retina,1,,3_vital
VPREB1,bone marrow,1,3.1067081115230594e-58,1a_lymphoid
VPREB3,"lymph node, tonsil",2,0.0006420383318881882,1a_lymphoid
VPS11,,0,,4_broad
VPS13A,,0,,4_broad
VPS13B,,0,,4_broad
VPS13C,,0,,4_broad
VPS13D,,0,,4_broad
VPS16,,0,,4_broad
VPS18,bone marrow,1,2.415939133567043e-05,1a_lymphoid
VPS25,esophagus,1,,2_restricted
VPS26A,,0,,4_broad
VPS26B,"cerebellum, cerebral cortex",2,,3_vital
VPS26C,,0,,4_broad
VPS28,,0,,4_broad
VPS29,skeletal muscle,1,,3_vital
VPS33A,retina,1,,3_vital
VPS33B,"choroid plexus, skin",2,,3_vital
VPS35,bone marrow,1,1.2000708911516033e-08,1a_lymphoid
VPS35L,parathyroid gland,1,,2_restricted
VPS36,skin,1,,2_restricted
VPS37A,retina,1,,3_vital
VPS37B,esophagus,1,,2_restricted
VPS37C,,0,,4_broad
VPS37D,,0,,4_broad
VPS39,parathyroid gland,1,,2_restricted
VPS41,cerebral cortex,1,,3_vital
VPS45,heart muscle,1,,3_vital
VPS4A,skeletal muscle,1,,3_vital
VPS4B,esophagus,1,,2_restricted
VPS50,breast,1,,2_restricted
VPS51,pancreas,1,,3_vital
VPS52,,0,,4_broad
VPS53,"bone marrow, testis",2,8.849750086430396e-05,1a_lymphoid
VPS54,"parathyroid gland, salivary gland",2,,2_restricted
VPS72,skeletal muscle,1,,3_vital
VPS8,skeletal muscle,1,,3_vital
VPS9D1,cerebral cortex,1,,3_vital
VRK1,bone marrow,1,4.764073806628275e-06,1a_lymphoid
VRK2,,0,,4_broad
VRK3,testis,1,,1b_testis_CT
VRTN,"epididymis, testis",2,,2_restricted
VSIG1,stomach,1,,2_restricted
VSIG10,small intestine,1,,2_restricted
VSIG10L,esophagus,1,,2_restricted
VSIG10L2,skin,1,,2_restricted
VSIG2,stomach,1,,2_restricted
VSIG4,lung,1,,3_vital
VSIG8,skin,1,,2_restricted
VSIR,"bone marrow, spleen",2,2.3236215791672524e-05,1a_lymphoid
VSNL1,"cerebellum, cerebral cortex",2,,3_vital
VSTM1,bone marrow,1,1.421583190280544e-38,1a_lymphoid
VSTM2A,"basal ganglia, cerebral cortex",2,,3_vital
VSTM2B,,0,,4_broad
VSTM2L,"cerebral cortex, hippocampal formation",2,,3_vital
VSTM4,"adrenal gland, ovary",2,,3_vital
VSTM5,"hypothalamus, placenta",2,,3_vital
VSX1,retina,1,,3_vital
VSX2,retina,1,,3_vital
VTA1,tongue,1,,2_restricted
VTCN1,breast,1,,2_restricted
VTI1A,bone marrow,1,0.00033634621408903926,1a_lymphoid
VTI1B,,0,,4_broad
VTN,liver,1,,3_vital
VWA1,seminal vesicle,1,,2_restricted
VWA2,stomach,1,,2_restricted
VWA3A,"choroid plexus, fallopian tube",2,,3_vital
VWA3B,"fallopian tube, testis",2,,2_restricted
VWA5A,,0,,4_broad
VWA5B1,"choroid plexus, pituitary gland",2,,3_vital
VWA5B2,adrenal gland,1,,3_vital
VWA7,pituitary gland,1,,3_vital
VWA8,"skeletal muscle, tongue",2,,3_vital
VWC2,cerebellum,1,,3_vital
VWC2L,"cerebral cortex, hypothalamus",2,,3_vital
VWCE,"liver, ovary",2,,3_vital
VWDE,epididymis,1,,2_restricted
VWF,"adipose tissue, heart muscle",2,,3_vital
VXN,"hippocampal formation, spinal cord",2,,3_vital
WAC,bone marrow,1,0.01318903813778685,1a_lymphoid
WAPL,,0,,4_broad
WARS1,placenta,1,,2_restricted
WARS2,,0,,4_broad
WAS,spleen,1,0.0007234879591225737,1a_lymphoid
WASF1,"basal ganglia, cerebral cortex, hippocampal formation",3,,3_vital
WASF2,esophagus,1,,2_restricted
WASF3,,0,,4_broad
WASH6P,skeletal muscle,1,,3_vital
WASHC1,,0,,4_broad
WASHC2A,heart muscle,1,,3_vital
WASHC2C,bone marrow,1,1.7615762288108368e-08,1a_lymphoid
WASHC3,testis,1,,1b_testis_CT
WASHC4,lymph node,1,0.024184841848827927,1a_lymphoid
WASHC5,,0,,4_broad
WASL,,0,,4_broad
WBP1,,0,,4_broad
WBP11,bone marrow,1,3.6021633693179207e-09,1a_lymphoid
WBP1L,,0,,4_broad
WBP2,cerebral cortex,1,,3_vital
WBP2NL,testis,1,,1b_testis_CT
WBP4,skeletal muscle,1,,3_vital
WDCP,tongue,1,,2_restricted
WDFY1,bone marrow,1,4.154011292198667e-07,1a_lymphoid
WDFY2,"pancreas, skin",2,,3_vital
WDFY3,retina,1,,3_vital
WDFY4,"lymph node, tonsil",2,9.853568026043006e-05,1a_lymphoid
WDHD1,"bone marrow, thymus",2,0.007867972118100943,1a_lymphoid
WDPCP,retina,1,,3_vital
WDR1,,0,,4_broad
WDR11,parathyroid gland,1,,2_restricted
WDR12,,0,,4_broad
WDR13,pancreas,1,,3_vital
WDR17,retina,1,,3_vital
WDR18,,0,,4_broad
WDR19,fallopian tube,1,,2_restricted
WDR20,"retina, testis",2,,3_vital
WDR24,,0,,4_broad
WDR25,,0,,4_broad
WDR26,bone marrow,1,0.012531203235718592,1a_lymphoid
WDR27,,0,,4_broad
WDR3,,0,,4_broad
WDR31,"parathyroid gland, retina",2,,3_vital
WDR33,cerebellum,1,,3_vital
WDR35,parathyroid gland,1,,2_restricted
WDR36,,0,,4_broad
WDR37,,0,,4_broad
WDR38,"choroid plexus, fallopian tube",2,,3_vital
WDR4,,0,,4_broad
WDR41,testis,1,,1b_testis_CT
WDR43,"bone marrow, skeletal muscle",2,0.026154297284198616,3_vital
WDR44,,0,,4_broad
WDR45,epididymis,1,,2_restricted
WDR45B,,0,,4_broad
WDR46,,0,,4_broad
WDR47,"cerebral cortex, retina",2,,3_vital
WDR48,testis,1,,1b_testis_CT
WDR49,"choroid plexus, fallopian tube",2,,3_vital
WDR5,testis,1,,1b_testis_CT
WDR53,testis,1,,1b_testis_CT
WDR54,fallopian tube,1,,2_restricted
WDR55,,0,,4_broad
WDR59,"liver, retina",2,,3_vital
WDR5B,epididymis,1,,2_restricted
WDR6,ovary,1,,2_restricted
WDR62,"skeletal muscle, testis",2,,3_vital
WDR64,testis,1,,1b_testis_CT
WDR7,"cerebral cortex, retina",2,,3_vital
WDR70,skeletal muscle,1,,3_vital
WDR72,"kidney, thyroid gland",2,,3_vital
WDR73,retina,1,,3_vital
WDR74,bone marrow,1,3.3492652903461342e-12,1a_lymphoid
WDR75,,0,,4_broad
WDR76,"bone marrow, lymph node, thymus, tonsil",4,0.005630172957179162,1a_lymphoid
WDR77,fallopian tube,1,,2_restricted
WDR81,liver,1,,3_vital
WDR82,,0,,4_broad
WDR83,,0,,4_broad
WDR83OS,,0,,4_broad
WDR86,thyroid gland,1,,2_restricted
WDR87,testis,1,,1b_testis_CT
WDR88,testis,1,,1b_testis_CT
WDR89,,0,,4_broad
WDR90,testis,1,,1b_testis_CT
WDR91,choroid plexus,1,,3_vital
WDR93,"fallopian tube, testis",2,,2_restricted
WDR97,testis,1,,1b_testis_CT
WDSUB1,kidney,1,,3_vital
WDTC1,"skeletal muscle, tongue",2,,3_vital
WEE1,,0,,4_broad
WEE2,skin,1,,2_restricted
WFDC1,"blood vessel, seminal vesicle",2,,2_restricted
WFDC10A,epididymis,1,,2_restricted
WFDC10B,epididymis,1,,2_restricted
WFDC11,epididymis,1,,2_restricted
WFDC12,skin,1,,2_restricted
WFDC13,epididymis,1,,2_restricted
WFDC2,cervix,1,,2_restricted
WFDC3,"skin, testis",2,,2_restricted
WFDC5,skin,1,,2_restricted
WFDC6,epididymis,1,,2_restricted
WFDC8,epididymis,1,,2_restricted
WFDC9,epididymis,1,,2_restricted
WFIKKN1,cerebellum,1,,3_vital
WFIKKN2,choroid plexus,1,,3_vital
WFS1,,0,,4_broad
WHAMM,bone marrow,1,5.088293730511945e-12,1a_lymphoid
WHRN,adrenal gland,1,,3_vital
WIF1,retina,1,,3_vital
WIPF1,lymph node,1,0.005457870486198028,1a_lymphoid
WIPF2,cerebral cortex,1,,3_vital
WIPF3,ovary,1,,2_restricted
WIPI1,"skeletal muscle, tongue",2,,3_vital
WIPI2,,0,,4_broad
WIZ,,0,,4_broad
WLS,choroid plexus,1,,3_vital
WNK1,spinal cord,1,,3_vital
WNK2,heart muscle,1,,3_vital
WNK3,"epididymis, testis",2,,2_restricted
WNK4,kidney,1,,3_vital
WNT1,"bone marrow, testis",2,0.03915778497303952,1a_lymphoid
WNT10A,"esophagus, skin",2,,2_restricted
WNT10B,"basal ganglia, cerebral cortex",2,,3_vital
WNT11,adipose tissue,1,,2_restricted
WNT16,skin,1,,2_restricted
WNT2,placenta,1,,2_restricted
WNT2B,seminal vesicle,1,,2_restricted
WNT3,skin,1,,2_restricted
WNT3A,placenta,1,,2_restricted
WNT4,skin,1,,2_restricted
WNT5A,"endometrium, salivary gland",2,,2_restricted
WNT5B,"colon, prostate",2,,2_restricted
WNT6,basal ganglia,1,,3_vital
WNT7A,"amygdala, cerebral cortex",2,,3_vital
WNT7B,skin,1,,2_restricted
WNT8A,"basal ganglia, testis",2,,3_vital
WNT8B,"parathyroid gland, retina",2,,3_vital
WNT9A,"colon, skeletal muscle",2,,3_vital
WNT9B,"parathyroid gland, seminal vesicle",2,,2_restricted
WRAP53,fallopian tube,1,,2_restricted
WRAP73,,0,,4_broad
WRN,bone marrow,1,0.00028560752812492943,1a_lymphoid
WRNIP1,tongue,1,,2_restricted
WSB1,,0,,4_broad
WSB2,"cerebral cortex, tongue",2,,3_vital
WSCD1,,0,,4_broad
WSCD2,cerebellum,1,,3_vital
WT1,"endometrium, fallopian tube",2,,2_restricted
WTAP,"bone marrow, skeletal muscle",2,2.113281916092723e-09,3_vital
WTIP,blood vessel,1,,2_restricted
WWC1,salivary gland,1,,2_restricted
WWC2,lung,1,,3_vital
WWC3,seminal vesicle,1,,2_restricted
WWOX,,0,,4_broad
WWP1,skeletal muscle,1,,3_vital
WWP2,blood vessel,1,,2_restricted
WWTR1,,0,,4_broad
XAB2,,0,,4_broad
XAF1,"liver, spleen",2,0.02626315041766546,3_vital
XAGE1A,testis,1,,1b_testis_CT
XAGE1B,testis,1,,1b_testis_CT
XAGE2,placenta,1,,2_restricted
XAGE3,placenta,1,,2_restricted
XAGE5,testis,1,,1b_testis_CT
XBP1,"pancreas, salivary gland",2,,3_vital
XCL1,"spleen, thymus",2,0.005266045721758184,1a_lymphoid
XCL2,"bone marrow, spleen",2,7.002260584848413e-05,1a_lymphoid
XCR1,"lymph node, thymus",2,1.0981150337827982e-05,1a_lymphoid
XDH,"liver, small intestine",2,,3_vital
XG,skin,1,,2_restricted
XIAP,,0,,4_broad
XIRP1,"heart muscle, skeletal muscle",2,,3_vital
XIRP2,skeletal muscle,1,,3_vital
XK,bone marrow,1,0.02192866266534901,1a_lymphoid
XKR3,testis,1,,1b_testis_CT
XKR4,cerebral cortex,1,,3_vital
XKR5,cervix,1,,2_restricted
XKR6,testis,1,,1b_testis_CT
XKR7,cerebellum,1,,3_vital
XKR8,"bone marrow, choroid plexus",2,0.01100847002397896,3_vital
XKR9,"small intestine, testis",2,,2_restricted
XKRX,skin,1,,2_restricted
XNDC1N,retina,1,,3_vital
XPA,,0,,4_broad
XPC,,0,,4_broad
XPNPEP1,"pancreas, small intestine",2,,3_vital
XPNPEP2,"kidney, small intestine",2,,3_vital
XPNPEP3,duodenum,1,,2_restricted
XPO1,,0,,4_broad
XPO4,skeletal muscle,1,,3_vital
XPO5,testis,1,,1b_testis_CT
XPO6,spleen,1,9.40542352877648e-05,1a_lymphoid
XPO7,bone marrow,1,0.0002644925609630763,1a_lymphoid
XPOT,thyroid gland,1,,2_restricted
XPR1,heart muscle,1,,3_vital
XRCC1,"ovary, pituitary gland",2,,3_vital
XRCC2,bone marrow,1,0.0002840986020430031,1a_lymphoid
XRCC3,"bone marrow, skin",2,0.013050349318765475,1a_lymphoid
XRCC4,,0,,4_broad
XRCC5,thymus,1,0.01741521655062984,1a_lymphoid
XRCC6,skeletal muscle,1,,3_vital
XRN1,bone marrow,1,0.005061902967505043,1a_lymphoid
XRN2,bone marrow,1,0.0034341961110191705,1a_lymphoid
XRRA1,testis,1,,1b_testis_CT
XXYLT1,,0,,4_broad
XYLB,liver,1,,3_vital
XYLT1,,0,,4_broad
XYLT2,stomach,1,,2_restricted
YAE1,,0,,4_broad
YAF2,"heart muscle, skeletal muscle",2,,3_vital
YAP1,,0,,4_broad
YARS1,pancreas,1,,3_vital
YARS2,,0,,4_broad
YBEY,testis,1,,1b_testis_CT
YBX1,skeletal muscle,1,,3_vital
YBX2,testis,1,,1b_testis_CT
YBX3,skeletal muscle,1,,3_vital
YDJC,,0,,4_broad
YEATS2,,0,,4_broad
YEATS4,"bone marrow, testis",2,4.680929227543759e-06,1a_lymphoid
YES1,liver,1,,3_vital
YIF1A,liver,1,,3_vital
YIF1B,bone marrow,1,0.011162960459323272,1a_lymphoid
YIPF1,thyroid gland,1,,2_restricted
YIPF2,"pancreas, pituitary gland, salivary gland",3,,3_vital
YIPF3,"choroid plexus, pancreas",2,,3_vital
YIPF4,choroid plexus,1,,3_vital
YIPF5,,0,,4_broad
YIPF6,,0,,4_broad
YIPF7,skeletal muscle,1,,3_vital
YJEFN3,"basal ganglia, hippocampal formation",2,,3_vital
YJU2,bone marrow,1,1.3398698454548156e-05,1a_lymphoid
YJU2B,,0,,4_broad
YKT6,,0,,4_broad
YLPM1,,0,,4_broad
YME1L1,skeletal muscle,1,,3_vital
YOD1,bone marrow,1,4.0526924286155444e-16,1a_lymphoid
YPEL1,testis,1,,1b_testis_CT
YPEL2,retina,1,,3_vital
YPEL3,"cerebellum, cerebral cortex",2,,3_vital
YPEL4,"cerebellum, cerebral cortex",2,,3_vital
YPEL5,bone marrow,1,8.758970062227886e-28,1a_lymphoid
YRDC,bone marrow,1,2.245833975257008e-17,1a_lymphoid
YTHDC1,bone marrow,1,1.9714707531992583e-06,1a_lymphoid
YTHDC2,retina,1,,3_vital
YTHDF1,"bone marrow, skeletal muscle",2,0.0373358491701394,3_vital
YTHDF2,bone marrow,1,0.003509346519948837,1a_lymphoid
YTHDF3,bone marrow,1,7.089782209930506e-12,1a_lymphoid
YWHAB,cerebral cortex,1,,3_vital
YWHAE,skeletal muscle,1,,3_vital
YWHAG,"cerebral cortex, skeletal muscle",2,,3_vital
YWHAH,"amygdala, cerebral cortex",2,,3_vital
YWHAQ,,0,,4_broad
YWHAZ,esophagus,1,,2_restricted
YY1,bone marrow,1,0.0237003889314339,1a_lymphoid
YY1AP1,skeletal muscle,1,,3_vital
YY2,testis,1,,1b_testis_CT
ZACN,colon,1,,2_restricted
ZAN,testis,1,,1b_testis_CT
ZAP70,"lymph node, thymus",2,1.738454303237972e-07,1a_lymphoid
ZAR1,"ovary, testis",2,,2_restricted
ZAR1L,testis,1,,1b_testis_CT
ZBBX,"fallopian tube, testis",2,,2_restricted
ZBED1,skeletal muscle,1,,3_vital
ZBED2,"thymus, thyroid gland",2,0.005096354392308911,1a_lymphoid
ZBED3,,0,,4_broad
ZBED4,"bone marrow, thymus",2,0.0017684428924563565,1a_lymphoid
ZBED5,,0,,4_broad
ZBED6,,0,,4_broad
ZBED8,cerebellum,1,,3_vital
ZBED9,testis,1,,1b_testis_CT
ZBP1,bone marrow,1,0.010212336099320837,1a_lymphoid
ZBTB1,bone marrow,1,4.11328313582257e-08,1a_lymphoid
ZBTB10,bone marrow,1,0.0026586728437166312,1a_lymphoid
ZBTB11,bone marrow,1,4.978267473441581e-08,1a_lymphoid
ZBTB12,,0,,4_broad
ZBTB14,lymph node,1,0.013020431285233466,1a_lymphoid
ZBTB16,tongue,1,,2_restricted
ZBTB17,,0,,4_broad
ZBTB18,cerebellum,1,,3_vital
ZBTB2,thyroid gland,1,,2_restricted
ZBTB20,testis,1,,1b_testis_CT
ZBTB21,"adrenal gland, bone marrow",2,1.8330864651532054e-06,3_vital
ZBTB22,,0,,4_broad
ZBTB24,bone marrow,1,3.052801559962089e-13,1a_lymphoid
ZBTB25,,0,,4_broad
ZBTB26,retina,1,,3_vital
ZBTB3,"skin, stomach",2,,2_restricted
ZBTB32,testis,1,,1b_testis_CT
ZBTB33,,0,,4_broad
ZBTB34,"bone marrow, retina",2,2.6703446182041887e-06,3_vital
ZBTB37,"retina, testis",2,,3_vital
ZBTB38,,0,,4_broad
ZBTB39,testis,1,,1b_testis_CT
ZBTB4,,0,,4_broad
ZBTB40,,0,,4_broad
ZBTB41,cerebellum,1,,3_vital
ZBTB42,pancreas,1,,3_vital
ZBTB43,bone marrow,1,1.4012158754188236e-12,1a_lymphoid
ZBTB44,"skeletal muscle, testis",2,,3_vital
ZBTB45,,0,,4_broad
ZBTB46,cerebellum,1,,3_vital
ZBTB47,skeletal muscle,1,,3_vital
ZBTB48,testis,1,,1b_testis_CT
ZBTB49,bone marrow,1,0.0026242777713367097,1a_lymphoid
ZBTB5,esophagus,1,,2_restricted
ZBTB6,,0,,4_broad
ZBTB7A,,0,,4_broad
ZBTB7B,"esophagus, skin",2,,2_restricted
ZBTB7C,esophagus,1,,2_restricted
ZBTB8A,,0,,4_broad
ZBTB8B,hypothalamus,1,,3_vital
ZBTB8OS,,0,,4_broad
ZBTB9,pituitary gland,1,,3_vital
ZC2HC1A,,0,,4_broad
ZC2HC1B,testis,1,,1b_testis_CT
ZC2HC1C,testis,1,,1b_testis_CT
ZC3H10,testis,1,,1b_testis_CT
ZC3H11A,,0,,4_broad
ZC3H11B,testis,1,,1b_testis_CT
ZC3H12A,bone marrow,1,3.105266506633459e-10,1a_lymphoid
ZC3H12B,,0,,4_broad
ZC3H12C,"skeletal muscle, tongue",2,,3_vital
ZC3H12D,"lymph node, tonsil",2,1.6234021315818536e-05,1a_lymphoid
ZC3H13,liver,1,,3_vital
